id,text
1556954768869842947,"@F1 @HaasF1Team Magnussen has been driving in F1 for years already, whereas it's Mick's 2nd season, and his 1st sea… https://t.co/7N6tsEZPTy"
1556954668487540738,@F1 @HaasF1Team K-Mag after the next first lap frontwing change https://t.co/kkHIpWQ5cT
1556954628553596928,@F1 @HaasF1Team Season’s not over. Mick is gonna add numbers
1556954231889854464,@F1 @HaasF1Team Once he scored points he really unlocked his potential
1556954141401964544,@F1 @HaasF1Team I was playing F1 22 career mode on ps5 and when i decided to sign Lewis Hamilton to Mickey Mouse F1… https://t.co/VtAVMM5m8O
1556954038075285504,@F1 @HaasF1Team Get mick out
1556954017024167936,@F1 @HaasF1Team Mick ❤️❤️❤️
1556954015744811008,@F1 @HaasF1Team If Magnussen wasn’t unlucky with failures it would be 7-5 his way
1556953995616440320,"@F1 @HaasF1Team It's 8:4 for Mick, i just double checked each race finish  how do you guys make these stats without double checking"
1556953932722831360,"@F1 @HaasF1Team Feel like Mick's getting in the groove now, every time half way through his second season in a series he tends to pick up."
1556953916557885441,@F1 @HaasF1Team No sidepods is one of the most insane innovations I’ve ever seen in my time watching F1. It is trul… https://t.co/123KjlVMlI
1556953897834528772,@F1 @HaasF1Team Announce shwartzman replacing schumacher
1556953825067638786,@F1 @HaasF1Team All f1 fans can agree that sir max is the greatest driver in f1 history 🐐🐐🐐
1556953780759019520,@F1 @HaasF1Team Top 3 f1 drivers in history  1. Sir Max Verstappen 2. Fernando Alonso 3. Nelson Piquet Sr.  7* time… https://t.co/cD8X0uW0TM
1556953773502697472,@F1 @HaasF1Team The story of Mick’s villain arc https://t.co/RGdFk4hLWC
1556953716447760384,@F1 @HaasF1Team K-Mag Absolutely Rapid In Qualifying 👏👏
1556953708545687560,@F1 @HaasF1Team Magnu-God showing him levels.
1556953703566958593,@F1 @HaasF1Team Fair to say that Mick has to improve his quali pace
1556953685669953536,@F1 @HaasF1Team 😎😎😎
1556953636793716737,@F1 @HaasF1Team Won’t change the fact than Kevin Magnussen haas been the better driver. https://t.co/6eOqpcc2Ir
1556953631550840832,@F1 @HaasF1Team Wont live up to his dad 😭
1556953616308641792,"@F1 @HaasF1Team “No Mikey, no no, that was so not right”"
1556953585643966464,@F1 @HaasF1Team The best duo on the grid
1556953581147738112,@F1 @HaasF1Team sakura will destroy them both
1556953561120051207,@F1 @HaasF1Team There’s no battle K Mag is clear
1557054217340289026,"@F1 @HaasF1Team Absolutely wrecked by Kevin Magnussen, gonna be out of a drive soon."
1557076769294979074,@F1 @HaasF1Team Battle?....it looks more like a screemage.
1557075160431300609,@F1 @HaasF1Team Mick better
1557090080086339584,@F1 @HaasF1Team Magnussen is his own worst enemy ... dude bottles himself out of races by being impatient and not w… https://t.co/DKvNHqbVRz
1557095933938225154,@F1 @HaasF1Team @Juana909
1557117994266161152,@F1 @HaasF1Team well done
1557127182094422017,@F1 @HaasF1Team K Mag Season would be pretty special comeback. Without those 2 great starts after good Qually then… https://t.co/ufK52GapDX
1557152061795483648,@F1 @HaasF1Team And yet @F1 are incapable of addressing @Fia manipulation injustice on 12/12/2021????
1557147671797764096,@F1 @HaasF1Team Bring back @RGrosjean
